item_sku,fulfillment_loc,item_class,hstk_std_cost,P_f,sigma_demand_qty,F,H,L_t,sigma_LT,D,avg_margin_loss_intensity,avg_unit_margin_impact,S_score,item_specific_z,safety_stock_qty,Reorder_Point,total_safety_stock_value
SKU-0513,HSTK,RRR,0.31,1,6.363961031,0.002,0,7,1.75,0.082,0.36,-0.36,0.2095825177,1.96,34,34.57462687,10.54
SKU-0456,HREP,Service Equipment : Airlift : Airlift Replacement Part,12.16,1,0.0,0.001,#####,7,1.75,0.01492537313,-3.9,3.9,0.1803818061,1.28,1,1.104477612,12.16
SKU-0852,HREP,RRR : RRR Service Part,11.7,1,0.0,0.001,#####,7,1.75,0.052,-9.31,9.31,0.1806039371,1.65,1,1.365671642,11.7
SKU-0882,HREP,Diagnostic Tools,5.79,1,0.0,0.001,1,7,1.75,0.2835820896,-1.774210526,-1.77,0.2682520885,2.33,2,3.985074627,11.58
SKU-0300,HREP,"Manifolds, Hoses, Accessories : Couplers",6.79,1,0.0,0.001,#####,7,1.75,0.447761194,-3.08,3.08,0.1803481375,1.28,2,5.134328358,13.58
SKU-0383,HREP,Diagnostic Tools : Injection/Kits/UV Lights,12.55,1,0.0,0.001,1,7,1.75,0.007,-4.26,4.26,0.2683542398,2.33,1,1.052238806,12.55
SKU-0383,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,10.91,1,0.0,0.001,1,7,1.75,0.007,11.77,-11.77,0.2686625954,2.33,1,1.052238806,10.91
SKU-0383,CREP,Diagnostic Tools : Injection/Kits/UV Lights,12.66,1,0.0,0.001,1,14,3.5,0.075,-14.18,14.18,0.2687615484,2.33,1,2.044776119,12.66
SKU-0884,HREP,Diagnostic Tools : Injection/Kits/UV Lights,10.44,1,0.0,0.001,#####,7,1.75,0.209,-1.9,1.9,0.1802996875,1.28,1,2.462686567,10.44
SKU-0812,HREP,RRR : RRR Service Part,13.21,1,0.0,0.001,#####,7,1.75,0.01492537313,-10.4,10.4,0.1806486918,1.65,1,1.104477612,13.21
SKU-0521,HSTK,RRR : RRR Service Part,1.12,1,1.5,0.005,1,7,1.75,0.052,-10.445,10.445,0.2761379002,2.33,10,10.36567164,11.2
SKU-0126,CSTK,Service Equipment : PM Equipment : PM Adapters,2.6,1,0.7071067812,0.002,0,7,1.75,0.0223880597,2.87,-2.87,0.183797233,1.96,4,4.156716418,10.4
SKU-0813,HSTK,RRR : RRR Service Part,10.66,1,0.0,0.001,1.360964043,7,1.75,0.007,-17.75,17.75,0.3006576803,2.33,1,1.052238806,10.66
SKU-0813,CREP,RRR : RRR Service Part,10.26,1,0.0,0.005,1.360964043,14,3.5,0.02985074627,-26.7925,26.7925,0.3016939839,2.33,1,1.417910448,10.26
SKU-0135,HSTK,RM : RM,12.91,1,0.0,0.001,0,7,1.75,0.007,11.43,-11.43,0.180690983,1.65,1,1.052238806,12.91
SKU-0135,CSTK,Service Equipment : PM Equipment : PM Adapters,10.76,1,0.0,0.001,0,7,1.75,0.007,11.43,-11.43,0.180690983,1.65,1,1.052238806,10.76
SKU-0134,CSTK,Service Equipment : PM Equipment : PM Adapters,10.21,1,0.0,0.002,0,7,1.75,0.01492537313,11.43,-11.43,0.1809126579,1.65,1,1.104477612,10.21
SKU-0166,HSTK,Diagnostic Tools : Smoke Diagnostics,12.34,1,0.0,0.001,0,7,1.75,0.0223880597,11.28,-11.28,0.1806848241,1.65,1,1.156716418,12.34
SKU-0165,HSTK,Diagnostic Tools : Smoke Diagnostics,10.31,1,0.0,0.001,0,7,1.75,0.0223880597,11.28,-11.28,0.1806848241,1.65,1,1.156716418,10.31
SKU-0144,CREP,Service Equipment : PM Equipment : PM Adapters,9.85,1,0.0,0.001,#####,14,3.5,0.007,-16.75,16.75,0.1809094185,1.65,1,1.104477612,9.85
SKU-0851,HREP,RRR : RRR Service Part,11.71,1,0.0,0.001,1.584962496,7,1.75,0.037,-4.6,-4.6,0.3198201282,2.33,1,1.26119403,11.71
SKU-0851,HSTK,RRR,9.5,1,0.0,0.001,1.584962496,7,1.75,0.007,-18.04,18.04,0.3203719656,2.33,1,1.052238806,9.5
SKU-0733,CSTK,RRR,12.22,1,0.0,0.001,0.721928092,7,1.75,0.01492537313,-37.33,37.33,0.2452535199,1.96,1,1.104477612,12.22
SKU-0162,HSTK,Diagnostic Tools : Smoke Diagnostics,11.27,1,0.0,0.001,0,7,1.75,0.067,11.06,-11.06,0.1806757911,1.65,1,1.470149254,11.27
SKU-0961,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",10.13,1,0.0,0.001,#####,14,3.5,0.045,-24.85,24.85,0.181242,1.65,1,1.626865672,10.13
SKU-0960,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",10.87,1,0.0,0.001,#####,14,3.5,0.007,-29.72,29.72,0.1814419581,1.65,1,1.104477612,10.87
SKU-0966,HREP,"Manifolds, Hoses, Accessories : Couplers",10.18,1,0.0,0.002,0.9182958312,7,1.75,0.06,-10.725,10.725,0.2616548566,1.96,1,1.417910448,10.18
SKU-0966,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",11.07,1,0.0,0.001,0.9182958312,14,3.5,0.01492537313,-27.02,27.02,0.2621022436,1.96,1,1.208955224,11.07
SKU-0870,CSTK,RRR : RRR Service Part,11.08,1,0.0,0.001,1.499999996,7,1.75,0.007,-38.79,38.79,0.3137508446,2.33,1,1.052238806,11.08
SKU-0169,HSTK,Diagnostic Tools : Smoke Diagnostics,11.7,1,0.0,0.001,0,7,1.75,0.007,10.82,-10.82,0.1806659368,1.65,1,1.052238806,11.7
SKU-0288,CSTK,RRR : RRR Service Part,10.69,1,0.0,0.005,0.86,7,1.75,0.02985074627,10.8,-10.8,0.257248199,1.96,1,1.208955224,10.69
SKU-0288,CREP,RRR : RRR Service Part,11.73,1,0.0,0.002,0.86,14,3.5,0.01492537313,-43.43,43.43,0.2581446152,1.96,1,1.208955224,11.73
SKU-0746,HREP,RRR : RRR Service Part,9.32,1,0.0,0.001,#####,7,1.75,0.01492537313,-19.75,19.75,0.1810325965,1.65,1,1.104477612,9.32
SKU-0728,HREP,RRR : RRR Service Part,11.97,1,0.0,0.001,#####,7,1.75,0.007,-10.97,10.97,0.1806720956,1.65,1,1.052238806,11.97
SKU-0947,HREP,RRR,9.63,1,0.0,0.001,1.921928089,7,1.75,0.01492537313,-27.61,27.61,0.3504036059,2.33,1,1.104477612,9.63
SKU-0947,CSTK,RRR,11.7,1,0.0,0.002,1.921928089,7,1.75,0.01492537313,-37.215,37.215,0.3510196556,2.33,1,1.104477612,11.7
SKU-0115,CREP,Service Equipment : PM Equipment,10.58,1,0.0,0.001,#####,14,3.5,0.007,-3.16,3.16,0.1803514222,1.28,1,1.104477612,10.58
SKU-0278,CSTK,RRR,9.13,1,0.0,0.001,0,7,1.75,0.007,10.36,-10.36,0.1806470495,1.65,1,1.052238806,9.13
SKU-0967,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",9.89,1,0.0,0.002,#####,14,3.5,0.01492537313,-23.875,23.875,0.1814236411,1.65,1,1.208955224,9.89
SKU-0811,HREP,RRR : RRR Service Part,11.6,1,0.0,0.001,#####,7,1.75,0.01492537313,-11.8,11.8,0.1807061749,1.65,1,1.104477612,11.6
SKU-0079,HREP,Service Equipment : PM Equipment,11.16,1,0.0,0.001,1,7,1.75,0.007,-13.28,13.28,0.268724595,2.33,1,1.052238806,11.16
SKU-0079,CREP,Service Equipment : PM Equipment,10.82,1,0.0,0.001,1,14,3.5,0.007,-27.63,27.63,0.2693137964,2.33,1,1.104477612,10.82
SKU-0160,HREP,Diagnostic Tools : Smoke Diagnostics,9.75,1,0.0,0.002,0,7,1.75,0.01492537313,10.11,-10.11,0.1808584596,1.65,1,1.104477612,9.75
SKU-0008,HSTK,Service Equipment : PM Equipment,10.37,1,0.0,0.001,0,7,1.75,0.007,10.1,-10.1,0.1806363741,1.65,1,1.052238806,10.37
SKU-0178,HSTK,Service Equipment : PM Equipment,9.26,1,0.0,0.001,#####,7,1.75,0.02985074627,10.07,-10.07,0.1806351422,1.65,1,1.208955224,9.26
SKU-0178,CREP,Service Equipment : PM Equipment,10.52,1,0.0,0.001,#####,14,3.5,0.007,10.07,-10.07,0.1806351422,1.65,1,1.104477612,10.52
SKU-0832,HREP,RRR : RRR Service Part,9.29,1,0.0,0.001,#####,7,1.75,0.06,-12.1,12.1,0.1807184927,1.65,1,1.417910448,9.29
SKU-0810,HREP,RRR : RRR Service Part,11.0,1,0.0,0.001,#####,7,1.75,0.052,-12.1,12.1,0.1807184927,1.65,1,1.365671642,11.0
SKU-0816,HREP,RRR : RRR Service Part,10.39,1,0.0,0.001,#####,7,1.75,0.007,-57.65,57.65,0.1825887452,1.65,1,1.052238806,10.39
SKU-0078,HSTK,Service Equipment : PM Equipment,9.44,1,0.0,0.001,1,7,1.75,0.007,9.77,-9.77,0.2685804767,2.33,1,1.052238806,9.44
SKU-0078,CREP,Service Equipment : PM Equipment,10.24,1,0.0,0.002,1,14,3.5,0.01492537313,-11.64,11.64,0.2688789326,2.33,1,1.208955224,10.24
SKU-0078,HREP,Service Equipment : PM Equipment,9.26,1,0.0,0.001,1,7,1.75,0.007,-18.49,18.49,0.2689385141,2.33,1,1.052238806,9.26
SKU-0078,CSTK,Service Equipment : PM Equipment,8.76,1,0.0,0.005,1,7,1.75,0.02985074627,9.77,-9.77,0.2692455014,2.33,1,1.208955224,8.76
SKU-0751,CSTK,RRR : RRR Service Part,8.97,1,0.0,0.001,#####,7,1.75,0.007,-28.44,28.44,0.1813894021,1.65,1,1.052238806,8.97
SKU-0687,CREP,Service Equipment : PM Equipment,9.04,1,0.0,0.001,0,14,3.5,0.007,9.71,-9.71,0.180620361,1.65,1,1.104477612,9.04
SKU-0389,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",8.91,1,0.0,0.002,0.8112781216,14,3.5,0.01492537313,-68.95,68.95,0.2546325097,1.96,1,1.208955224,8.91
SKU-0559,CREP,RM : RM,10.07,1,0.0,0.001,#####,14,3.5,0.007,-2.8,2.8,0.1803366409,1.28,1,1.104477612,10.07
SKU-0044,HSTK,Diagnostic Tools : Smoke Diagnostics,10.11,1,0.0,0.001,0,7,1.75,0.007,9.43,-9.43,0.1806088644,1.65,1,1.052238806,10.11
SKU-0689,CSTK,Service Equipment : Fuel Machines,9.28,1,0.0,0.001,0,7,1.75,0.02985074627,9.4,-9.4,0.1806076326,1.65,1,1.208955224,9.28
SKU-0895,CREP,"Manifolds, Hoses, Accessories : Hoses",10.76,1,0.0,0.001,#####,14,3.5,0.02985074627,-3.44,3.44,0.1803629188,1.28,1,1.417910448,10.76
SKU-0952,CREP,Diagnostic Tools : Smoke Diagnostics,10.39,1,0.0,0.001,1,14,3.5,0.007,-45.49,45.49,0.270047116,2.33,1,1.104477612,10.39
SKU-0031,CSTK,Service Equipment : PM Equipment,8.09,1,0.0,0.001,0,7,1.75,0.01492537313,9.23,-9.23,0.1806006525,1.65,1,1.104477612,8.09
SKU-0392,HREP,Diagnostic Tools : Injection/Kits/UV Lights,9.11,1,0.0,0.002,#####,7,1.75,0.01492537313,-30.47,30.47,0.1816944274,1.65,1,1.104477612,9.11
SKU-0750,HREP,RRR,10.3,1,0.0,0.002,#####,7,1.75,0.01492537313,-0.09,-0.09,0.180447045,1.28,1,1.104477612,10.3
SKU-0303,HSTK,"Manifolds, Hoses, Accessories : Couplers",8.33,1,0.0,0.002,0,7,1.75,0.01492537313,9.09,-9.09,0.1808165791,1.65,1,1.104477612,8.33
SKU-0092,HSTK,Service Equipment : PM Equipment,8.68,1,0.0,0.001,0,7,1.75,0.007,9.01,-9.01,0.1805916194,1.65,1,1.052238806,8.68
SKU-0092,CREP,Service Equipment : PM Equipment,10.22,1,0.0,0.002,0,14,3.5,0.01492537313,9.01,-9.01,0.1808132943,1.65,1,1.208955224,10.22
SKU-0092,CSTK,Service Equipment : PM Equipment,9.76,1,0.0,0.007,0,7,1.75,0.045,9.01,-9.01,0.1816999938,1.65,1,1.313432836,9.76
SKU-0241,HREP,Instruments : Measurement & Test,3.28,1,0.4472135955,0.007,0,7,1.75,0.045,2.98,-2.98,0.1834990593,1.96,3,3.313432836,9.84
SKU-0989,HREP,Diagnostic Tools : Injection/Kits/UV Lights,9.86,1,0.0,0.001,0,7,1.75,0.007,8.85,-8.85,0.18058505,1.65,1,1.052238806,9.86
SKU-0717,CREP,RRR,7.98,1,0.0,0.001,0.5916727757,14,3.5,0.007,-10.25,10.25,0.2326846814,1.96,1,1.104477612,7.98
SKU-0819,HREP,RRR : RRR Service Part,9.25,1,0.0,0.001,#####,7,1.75,0.007,-11.13,11.13,0.1806786651,1.65,1,1.052238806,9.25
SKU-1026,HSTK,Instruments : AAB Smart Tools,9.44,1,0.0,0.001,0,7,1.75,0.02985074627,8.65,-8.65,0.1805768381,1.65,1,1.208955224,9.44
SKU-0007,HSTK,Service Equipment : PM Equipment,7.8,1,0.0,0.001,0,7,1.75,0.007,8.5,-8.5,0.1805706792,1.65,1,1.052238806,7.8
SKU-0620,HSTK,Service Equipment : MiST Machines,7.32,1,0.0,0.001,0,7,1.75,0.007,8.48,-8.48,0.180569858,1.65,1,1.052238806,7.32
SKU-0894,CREP,"Manifolds, Hoses, Accessories : Hoses",7.59,1,0.0,0.001,#####,14,3.5,0.007,-0.38,0.38,0.1802372773,1.28,1,1.104477612,7.59
SKU-0058,HREP,Diagnostic Tools : Smoke Diagnostics,8.99,1,0.0,0.007,0,7,1.75,0.045,8.38,-8.38,0.1816741265,1.65,1,1.313432836,8.99
SKU-0670,CSTK,Service Equipment : PM Equipment,0.33,1,5.014265364,0.01108374384,0,7,1.75,0.746,0.31,-0.31,0.2049553663,1.96,27,32.2238806,8.91
SKU-1076,CSTK,Service Equipment : PM Equipment,9.32,1,0.0,0.002,0,7,1.75,0.01492537313,8.34,-8.34,0.1807857846,1.65,1,1.104477612,9.32
SKU-0318,CREP,Diagnostic Tools : Combustion Leak Tester,7.85,1,0.0,0.004,1.457265909,14,3.5,0.0223880597,-29.47,29.47,0.3100527315,2.33,1,1.313432836,7.85
SKU-0318,CSTK,Diagnostic Tools : Combustion Leak Tester,8.61,1,0.0,0.004,1.457265909,7,1.75,0.0223880597,-33.66333333,33.66333333,0.3102249069,2.33,1,1.156716418,8.61
SKU-0624,HSTK,Other,7.04,1,0.0,0.001,0,7,1.75,0.007,8.21,-8.21,0.180558772,1.65,1,1.052238806,7.04
SKU-0848,CREP,RRR,9.15,1,0.0,0.001,0.9182958312,14,3.5,0.01492537313,-63.51,63.51,0.2636004985,1.96,1,1.208955224,9.15
SKU-0956,HREP,"Manifolds, Hoses, Accessories : Couplers",8.15,1,0.0,0.002,#####,7,1.75,0.052,-15.22,15.22,0.1810682726,1.65,1,1.365671642,8.15
SKU-0433,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,8.48,1,0.0,0.001,0,7,1.75,0.045,7.89,-7.89,0.180545633,1.65,1,1.313432836,8.48
SKU-1061,HREP,Diagnostic Tools : Smoke Diagnostics,7.37,1,0.0,0.001,#####,7,1.75,0.1194029851,-28.56,28.56,0.1813943292,1.65,1,1.835820896,7.37
SKU-0731,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",6.87,1,0.0,0.001,#####,7,1.75,0.01492537313,-14.24,14.24,0.1808063596,1.65,1,1.104477612,6.87
SKU-0033,HSTK,Service Equipment : PM Equipment,6.8,1,0.0,0.001,0,7,1.75,0.01492537313,7.83,-7.83,0.1805432,1.65,1,1.104477612,6.8
SKU-0033,CSTK,Service Equipment : PM Equipment,8.57,1,0.0,0.001,0,7,1.75,0.01492537313,7.83,-7.83,0.1805432,1.65,1,1.104477612,8.57
SKU-0964,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",6.97,1,0.0,0.001,#####,14,3.5,0.007,-15.1,15.1,0.1808416706,1.65,1,1.104477612,6.97
SKU-0968,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",8.54,1,0.0,0.001,1.584962496,7,1.75,0.037,-8.54,8.54,0.319981902,2.33,1,1.26119403,8.54
SKU-0968,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",7.23,1,0.0,0.001,1.584962496,7,1.75,0.007,-13.41,13.41,0.3201818609,2.33,1,1.052238806,7.23
SKU-0968,CREP,"Manifolds, Hoses, Accessories : Couplers",7.88,1,0.0,0.001,1.584962496,14,3.5,0.007,-14.93,14.93,0.3202442711,2.33,1,1.104477612,7.88
SKU-0124,HSTK,Diagnostic Tools : Smoke Diagnostics,7.21,1,0.0,0.001,0,7,1.75,0.097,7.76,-7.76,0.1805402953,1.65,1,1.679104478,7.21
SKU-0849,HREP,RRR : RRR Service Part,6.65,1,0.0,0.001,#####,7,1.75,0.01492537313,-15.32,15.32,0.1808507037,1.65,1,1.104477612,6.65
SKU-0488,CSTK,RRR,7.61,1,0.0,0.001,0,7,1.75,0.007,7.51,-7.51,0.1805300305,1.65,1,1.052238806,7.61
SKU-0680,CSTK,Service Equipment : PM Equipment,7.2,1,0.0,0.001,0,7,1.75,0.007,7.5,-7.5,0.1805296199,1.65,1,1.052238806,7.2
SKU-0680,CREP,Service Equipment : PM Equipment,7.35,1,0.0,0.001,0,14,3.5,0.007,7.5,-7.5,0.1805296199,1.65,1,1.104477612,7.35
SKU-0173,HSTK,Diagnostic Tools : Smoke Diagnostics,7.71,1,0.0,0.001,0,7,1.75,0.007,7.48,-7.48,0.1805287987,1.65,1,1.052238806,7.71
SKU-0267,HSTK,Instruments : Scales,0.88,1,1.414213562,0.002,0,7,1.75,0.06,0.93,-0.93,0.1869536208,1.96,8,8.417910448,7.04
SKU-1078,HREP,Service Equipment : PM Equipment,7.55,1,0.0,0.001,0,7,1.75,0.007,7.41,-7.41,0.1805259245,1.65,1,1.052238806,7.55
SKU-0493,HSTK,Service Equipment : Recovery Machines,7.75,1,0.0,0.001,0,7,1.75,0.1492537313,7.4,-7.4,0.1805255139,1.65,1,2.044776119,7.75
SKU-0057,HSTK,Diagnostic Tools : Smoke Diagnostics,6.48,1,0.0,0.001,0,7,1.75,0.007,7.39,-7.39,0.1805251033,1.65,1,1.052238806,6.48
SKU-0255,HSTK,RRR,7.04,1,0.0,0.001,0,7,1.75,0.007,7.37,-7.37,0.1805242821,1.65,1,1.052238806,7.04
SKU-0254,HSTK,RRR,6.46,1,0.0,0.001,0,7,1.75,0.075,7.37,-7.37,0.1805242821,1.65,1,1.52238806,6.46
SKU-0867,HREP,RRR : RRR Service Part,6.22,1,0.0,0.001,#####,7,1.75,0.01492537313,-6.02,6.02,0.1804688519,1.28,1,1.104477612,6.22
SKU-0636,HSTK,Service Equipment : PM Equipment,6.32,1,0.0,0.004,#####,7,1.75,0.09,7.3,-7.3,0.1809647576,1.65,1,1.626865672,6.32
SKU-0996,HSTK,Tools : Tubing Tools,7.46,1,0.0,0.001,0,7,1.75,0.02985074627,7.26,-7.26,0.1805197656,1.65,1,1.208955224,7.46
SKU-0854,HREP,RRR : RRR Service Part,6.32,1,0.0,0.001,#####,7,1.75,0.007,-9.76,9.76,0.1806224138,1.65,1,1.052238806,6.32
SKU-0705,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",7.97,1,0.0,0.001,1.37095059,7,1.75,0.007,-1.64,1.64,0.3008746077,2.33,1,1.052238806,7.97
SKU-0705,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",7.74,1,0.0,0.001,1.37095059,7,1.75,0.007,-8.94,8.94,0.3011743408,2.33,1,1.052238806,7.74
SKU-0340,HREP,RRR,6.07,1,0.0,0.002,0,7,1.75,0.01492537313,7.12,-7.12,0.1807356922,1.65,1,1.104477612,6.07
SKU-0679,CREP,Service Equipment : PM Equipment,7.26,1,0.0,0.001,#####,14,3.5,0.007,-32.85,32.85,0.1815704738,1.65,1,1.104477612,7.26
SKU-0234,HREP,Instruments : Digital Manifolds,1.01,1,0.0,0.001,#####,7,1.75,2.634328358,-0.460906516,0.46,0.1802405807,1.28,6,24.44029851,6.06
SKU-0446,CSTK,RRR,6.21,1,0.0,0.002,0,7,1.75,0.01492537313,7.04,-7.04,0.1807324074,1.65,1,1.104477612,6.21
SKU-0999,HSTK,Tools : Tubing Tools,8.01,1,0.0,0.001,0,7,1.75,0.045,6.99,-6.99,0.1805086796,1.65,1,1.313432836,8.01
SKU-0074,HSTK,Service Equipment : PM Equipment,6.87,1,0.0,0.002,0,7,1.75,0.01492537313,6.96,-6.96,0.1807291227,1.65,1,1.104477612,6.87
SKU-0380,HSTK,RRR,5.9,1,0.0,0.001,0,7,1.75,0.075,6.88,-6.88,0.1805041631,1.65,1,1.52238806,5.9
SKU-0571,HSTK,Diagnostic Tools : Combustion Leak Tester,7.49,1,0.0,0.002,0,7,1.75,0.01492537313,6.78,-6.78,0.180721732,1.65,1,1.104477612,7.49
SKU-0691,HSTK,Diagnostic Tools : Smoke Diagnostics,7.62,1,0.0,0.001,0,7,1.75,0.075,6.77,-6.77,0.1804996465,1.65,1,1.52238806,7.62
SKU-0995,HSTK,Tools : Tubing Tools,6.83,1,0.0,0.001,0,7,1.75,0.02985074627,6.73,-6.73,0.1804980042,1.65,1,1.208955224,6.83
SKU-1016,HREP,Instruments : Measurement & Test,7.06,1,0.0,0.001,#####,7,1.75,0.007,-2.27,2.27,0.1803148794,1.28,1,1.052238806,7.06
SKU-1016,CSTK,Instruments : Measurement & Test,7.21,1,0.0,0.001,#####,7,1.75,0.007,6.65,-6.65,0.1804947193,1.28,1,1.052238806,7.21
SKU-0583,HSTK,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,6.95,1,0.0,0.001,0,7,1.75,0.01492537313,6.49,-6.49,0.1804881499,1.28,1,1.104477612,6.95
SKU-0256,HSTK,RRR : RRR Service Part,6.43,1,0.0,0.001,0.9182958312,7,1.75,0.037,6.44,-6.44,0.2612572425,1.96,1,1.26119403,6.43
SKU-0256,HREP,RRR : RRR Service Part,7.08,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-8.665,8.665,0.2615702744,1.96,1,1.104477612,7.08
SKU-0256,CREP,RRR,6.49,1,0.0,0.001,0.9182958312,14,3.5,0.01492537313,-18.22,18.22,0.2617409214,1.96,1,1.208955224,6.49
SKU-0467,HSTK,RRR,0.06,1,17.70216559,0.009,0,7,1.75,0.5895522388,0.07,-0.07,0.2625677773,1.96,92,96.13,5.52
SKU-1053,HREP,Service Equipment : Vacuum Pumps,5.46,1,0.0,0.004,0,7,1.75,0.0223880597,6.41,-6.41,0.1809282149,1.65,1,1.156716418,5.46
SKU-0979,HREP,"Manifolds, Hoses, Accessories : Gauges",6.13,1,0.0,0.001,#####,7,1.75,0.01492537313,-2.28,2.28,0.18031529,1.28,1,1.104477612,6.13
SKU-0662,CSTK,Service Equipment : PM Equipment,0.14,1,7.406,0.02955665025,0,7,1.75,2.119402985,0.16,-0.16,0.21921989,1.96,40,54.8358209,5.6
SKU-1001,HREP,Tools : Hand Tools,5.52,1,0.0,0.001,1,7,1.75,0.0223880597,-9.72,9.72,0.2685784238,2.33,1,1.156716418,5.52
SKU-0994,HSTK,Tools : Tubing Tools,6.14,1,0.0,0.001,0,7,1.75,0.02985074627,6.2,-6.2,0.1804762427,1.28,1,1.208955224,6.14
SKU-0435,HREP,Instruments : Scales,7.03,1,0.0,0.001,0,7,1.75,0.007,6.2,-6.2,0.1804762427,1.28,1,1.052238806,7.03
SKU-0096,CSTK,Service Equipment : PM Equipment,5.47,1,0.0,0.001,#####,7,1.75,0.007,-16.21,16.21,0.1808872465,1.65,1,1.052238806,5.47
SKU-1005,HSTK,Tools : Hand Tools,1.91,1,0.5,0.005,#####,7,1.75,0.037,2.05,-2.05,0.1832590989,1.65,3,3.26119403,5.73
SKU-0773,HSTK,Tools : Tubing Tools,6.66,1,0.0,0.001,0,7,1.75,0.06,6.06,-6.06,0.1804704944,1.28,1,1.417910448,6.66
SKU-0002,HSTK,RRR,5.85,1,0.0,0.002,0,7,1.75,0.01492537313,6.03,-6.03,0.1806909375,1.65,1,1.104477612,5.85
SKU-0155,HSTK,Diagnostic Tools : Smoke Diagnostics,6.43,1,0.0,0.001,0,7,1.75,0.007,5.97,-5.97,0.1804667991,1.28,1,1.052238806,6.43
SKU-0095,HREP,Diagnostic Tools : Smoke Diagnostics,6.05,1,0.0,0.001,0,7,1.75,0.007,5.97,-5.97,0.1804667991,1.28,1,1.052238806,6.05
SKU-0300,HSTK,"Manifolds, Hoses, Accessories : Couplers",6.1,1,0.0,0.001,#####,7,1.75,0.02985074627,5.92,-5.92,0.180464746,1.28,1,1.208955224,6.1
SKU-0257,HREP,RRR,5.32,1,0.0,0.001,1,7,1.75,0.007,-3.95,3.95,0.2683415114,2.33,1,1.052238806,5.32
SKU-0257,HSTK,RRR : RRR Service Part,5.66,1,0.0,0.001,1,7,1.75,0.037,5.92,-5.92,0.2684223983,2.33,1,1.26119403,5.66
SKU-0257,CREP,RRR,6.14,1,0.0,0.001,1,14,3.5,0.01492537313,-18.74,18.74,0.2689487789,2.33,1,1.208955224,6.14
SKU-1079,CSTK,Service Equipment : PM Equipment,5.07,1,0.0,0.001,0,7,1.75,0.007,5.91,-5.91,0.1804643355,1.28,1,1.052238806,5.07
SKU-1079,HSTK,Service Equipment : PM Equipment,5.36,1,0.0,0.002,0,7,1.75,0.01492537313,5.91,-5.91,0.1806860104,1.65,1,1.104477612,5.36
SKU-0028,HREP,Service Equipment : PM Equipment,5.7,1,0.0,0.001,#####,7,1.75,0.045,-1.75,1.75,0.1802935286,1.28,1,1.313432836,5.7
SKU-0646,HSTK,Service Equipment : PM Equipment,0.68,1,1.643167673,0.006,0,7,1.75,0.1194029851,0.65,-0.65,0.1886549472,1.96,9,9.835820896,6.12
SKU-0542,HREP,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,5.81,1,0.0,0.001,#####,7,1.75,0.037,-1.1,-1.1,0.18026684,1.28,1,1.26119403,5.81
SKU-0542,HSTK,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,6.17,1,0.0,0.001,#####,7,1.75,0.007,5.79,-5.79,0.1804594083,1.28,1,1.052238806,6.17
SKU-0289,HSTK,RRR,6.1,1,0.0,0.001,0,7,1.75,0.1567164179,5.71,-5.71,0.1804561237,1.28,1,2.097014925,6.1
SKU-0706,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",4.91,1,0.0,0.001,0.9182958312,14,3.5,0.0223880597,-0.41,-0.41,0.2610096548,1.96,1,1.313432836,4.91
SKU-0706,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",6.4,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-5.92,5.92,0.2614575666,1.96,1,1.104477612,6.4
SKU-0567,HSTK,RM : RM,6.21,1,0.0,0.001,0,7,1.75,0.007,5.66,-5.66,0.1804540707,1.28,1,1.052238806,6.21
SKU-0567,CSTK,RM : RM,5.27,1,0.0,0.001,0,7,1.75,0.007,5.66,-5.66,0.1804540707,1.28,1,1.052238806,5.27
SKU-0168,HSTK,Diagnostic Tools : Smoke Diagnostics,5.59,1,0.0,0.001,0,7,1.75,0.007,5.62,-5.62,0.1804524283,1.28,1,1.052238806,5.59
SKU-0582,HSTK,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,5.3,1,0.0,0.002,0,7,1.75,0.01492537313,5.62,-5.62,0.1806741032,1.65,1,1.104477612,5.3
